date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:45:49	44638/44638	---M--	200	added ('OK')	image/png	etag:%2276870621c007dd7e97dd9635bff54e0d%22	https://file.hstatic.net/1000001117/file/inventory-banner-other-left-min_c0e6322bfa2a4f15999a36e3b0869058.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/inventory-banner-other-left-min_c0e6322bfa2a4f15999a36e3b0869058.png	(from https://www.haravan.com/pages/phan-mem-quan-ly-kho)
13:45:49	38914/38914	---M--	200	added ('OK')	image/png	etag:%22322ee598366ec1ef3288577e41e88b99%22	https://file.hstatic.net/1000001117/file/inventory-banner-other-min_3b2e497f971141e4a143634c264640db.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/inventory-banner-other-min_3b2e497f971141e4a143634c264640db.png	(from https://www.haravan.com/pages/phan-mem-quan-ly-kho)
13:45:49	29619/29619	---M--	200	added ('OK')	image/jpeg	etag:%220a31efbe29c17ba4cc74b45d71f64644%22	https://file.hstatic.net/1000001117/file/inventory-banner-5-min_cb14c2cf07b14861b590c2c081322876.jpeg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/inventory-banner-5-min_cb14c2cf07b14861b590c2c081322876.jpg	(from https://www.haravan.com/pages/phan-mem-quan-ly-kho)
13:45:52	82672/82672	---MCZ	200	added ('OK')	text/css	etag:W/%228a9f22394ad2a067028505fa2f05e0ec%22	http://theme.hstatic.net/1000001117/1001120712/14/payment-style_v1.4.scss.css?v=29306	D:/freelance/phuong-nam-media/haravan/theme.hstatic.net/1000001117/1001120712/14/payment-style_v1.4.scss9d62.css	(from https://www.haravan.com/pages/payment)
13:45:55	56996/56996	---M--	200	added ('OK')	image/jpeg	etag:%228bb818f5162f2947dfb2cc1e0eac34af%22	https://file.hstatic.net/1000001117/file/inventory-banner-6-min_74e6af56aaab4500b707e40de51a44bd.jpeg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/inventory-banner-6-min_74e6af56aaab4500b707e40de51a44bd.jpg	(from https://www.haravan.com/pages/phan-mem-quan-ly-kho)
13:46:03	362844/362844	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:43:47%20GMT	https://www.haravan.com/pages/vi-tra-sau-momo-tra-gop-flik	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/vi-tra-sau-momo-tra-gop-flik.html	(from https://www.haravan.com/pages/payment)
13:46:04	328363/328363	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:43:48%20GMT	https://www.haravan.com/pages/shopeepay	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/shopeepay.html	(from https://www.haravan.com/pages/payment)
13:46:05	169672/169672	---M--	200	added ('OK')	image/png	etag:%22fc374cc17e20b76812982ead9f53a5f7%22	http://file.hstatic.net/1000001117/file/sharefb-payment-min_7df508fcd37143529d7003b9590e3300.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/sharefb-payment-min_7df508fcd37143529d7003b9590e3300.png	(from https://www.haravan.com/pages/payment)
13:46:05	5911/5911	---M--	200	added ('OK')	image/png	etag:%224c919b2877903c67c2979442d8a80a9a%22	https://file.hstatic.net/1000001117/file/shopeepay_2024_a5b50829e6c645f683dc6507d8c7413b.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shopeepay_2024_a5b50829e6c645f683dc6507d8c7413b.png	(from https://www.haravan.com/pages/payment)
13:46:06	339365/339365	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:01%20GMT	https://www.haravan.com/pages/zalopay	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/zalopay.html	(from https://www.haravan.com/pages/payment)
13:46:07	389210/389210	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:01%20GMT	https://www.haravan.com/pages/payoo	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/payoo.html	(from https://www.haravan.com/pages/payment)
13:46:07	8041/8041	---M--	200	added ('OK')	image/png	etag:%22480fda6a1928a71cee75cbf8abfc8f15%22	https://file.hstatic.net/1000001117/file/logo-sme_71fe0f1d7e834074b8acdbd8cda16d38.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/logo-sme_71fe0f1d7e834074b8acdbd8cda16d38.png	(from https://www.haravan.com/pages/payment)
13:46:08	320971/320971	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:02%20GMT	https://www.haravan.com/pages/kredivo	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/kredivo.html	(from https://www.haravan.com/pages/payment)
13:46:08	327670/327670	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:02%20GMT	https://www.haravan.com/pages/fundiin	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/fundiin.html	(from https://www.haravan.com/pages/payment)
13:46:09	359529/359529	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:03%20GMT	https://www.haravan.com/pages/tich-hop-phuong-thuc-mua-truoc-tra-sau-aftee	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/tich-hop-phuong-thuc-mua-truoc-tra-sau-aftee.html	(from https://www.haravan.com/pages/payment)
13:46:09	13353/13353	---M--	200	added ('OK')	image/png	etag:%229e70b4eb3985c038831a81759955d1ac%22	https://file.hstatic.net/1000001117/file/payment-logo-aftee_55f6a7ad045846c99cbc9fdba01670f5.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/payment-logo-aftee_55f6a7ad045846c99cbc9fdba01670f5.png	(from https://www.haravan.com/pages/payment)
13:46:09	57492/57492	---M--	200	added ('OK')	image/png	etag:%22156ecc526287a7063f0e9de00d5d7965%22	https://file.hstatic.net/1000001117/file/500x500.vts_icon_tpbank-01__1__5ca70c8f89e24115bdff61cba1d2116b.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/500x500.vts_icon_tpbank-01__1__5ca70c8f89e24115bdff61cba1d2116b.png	(from https://www.haravan.com/pages/payment)
13:46:10	309331/309331	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:04%20GMT	https://www.haravan.com/pages/tich-hop-phuong-thuc-mua-truoc-tra-sau-lotte-cnf	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/tich-hop-phuong-thuc-mua-truoc-tra-sau-lotte-cnf.html	(from https://www.haravan.com/pages/payment)
13:46:10	4612/4612	---M--	200	added ('OK')	image/png	etag:%22f4074f69c715fe2faf87e88a9cc708cc%22	https://file.hstatic.net/1000001117/file/logo-lotte-cnf.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/logo-lotte-cnf.png	(from https://www.haravan.com/pages/payment)
13:46:10	1563/1563	---M--	200	added ('OK')	image/png	etag:%22a00bef96f723eb6f144e4c7833f3833c%22	https://file.hstatic.net/1000001117/file/logo_hrv.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/logo_hrv.png	(from https://www.haravan.com/pages/payment)
13:46:10	2425/2425	---M--	200	added ('OK')	image/png	etag:%22b2949c104bd769cad7fc047ad83b5fb7%22	https://file.hstatic.net/1000001117/file/logo_mbbank.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/logo_mbbank.png	(from https://www.haravan.com/pages/payment)
13:46:11	438984/438984	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:06%20GMT	https://www.haravan.com/pages/viet-qr-mbbank?utm_source=payment&utm_medium=LDP&utm_campaign=QRMBBank-zone	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/viet-qr-mbbank142c.html	(from https://www.haravan.com/pages/payment)
13:46:12	309331/309331	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:06%20GMT	https://www.haravan.com/pages/tich-hop-phuong-thuc-mua-truoc-tra-sau-lotte-cnf?utm_source=haravan-payment	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/tich-hop-phuong-thuc-mua-truoc-tra-sau-lotte-cnf1f8b.html	(from https://www.haravan.com/pages/payment)
13:46:14	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:07%20GMT	http://www.haravan.com/pages/payoo?utm_source=haravan-payment&utm_campaign=uu-dai-payoo	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/payoo.1afbc6a.delayed	(from https://www.haravan.com/pages/payment)
13:46:14	239764/239764	---M--	200	added ('OK')	image/png	etag:%22476002c2276a6611d81c7c87ff3faab0%22	https://file.hstatic.net/1000001117/file/payment-tab-lotte_cnf.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/payment-tab-lotte_cnf.png	(from https://www.haravan.com/pages/payment)
13:46:15	389210/389210	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:09%20GMT	https://www.haravan.com/pages/payoo?utm_source=haravan-payment&utm_campaign=uu-dai-payoo	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/payoobc6a.html	(from https://www.haravan.com/pages/payment)
13:46:15	149918/149918	---M--	200	added ('OK')	image/jpeg	etag:%22044aa441f2dcee6639d4f87702074517%22	https://file.hstatic.net/1000001117/file/payment-prmt-payoo_c777394950ba4518817c5f13f92a6665.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/payment-prmt-payoo_c777394950ba4518817c5f13f92a6665.jpg	(from https://www.haravan.com/pages/payment)
13:46:15	475733/475733	---M--	200	added ('OK')	image/png	etag:%2201177e9ad1c0d8adc2be21f99961a0fc%22	https://file.hstatic.net/1000001117/file/payment-banner-form_ecb6954f6b8f4bfc977ec551a3949c01.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/payment-banner-form_ecb6954f6b8f4bfc977ec551a3949c01.png	(from https://www.haravan.com/pages/payment)
13:46:15	33650/33650	---M--	200	added ('OK')	image/jpeg	etag:%22560282a62d601fd41ab3adefa22853d5%22	https://file.hstatic.net/1000001117/file/payment-post-1_f724470fd40949d09fb5c7e9442f7358.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/payment-post-1_f724470fd40949d09fb5c7e9442f7358.jpg	(from https://www.haravan.com/pages/payment)
13:46:16	60050/60050	---M--	200	added ('OK')	image/jpeg	etag:%22c3150b31e0d7ea785f55041f90375570%22	https://file.hstatic.net/1000001117/file/payment-post-2_b19d5535b6f74268a3606ddf5ba4aae2.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/payment-post-2_b19d5535b6f74268a3606ddf5ba4aae2.jpg	(from https://www.haravan.com/pages/payment)
13:46:16	471857/471857	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:10%20GMT	https://www.haravan.com/pages/payment-guides	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/payment-guides.html	(from https://www.haravan.com/pages/payment)
13:46:17	147461/147461	---M--	200	added ('OK')	image/jpeg	etag:%229138e00b5b3d9e9c29a1907ecd9e720c%22	https://file.hstatic.net/1000001117/file/payment-post-3_8347a5ea35df4844ab3125f4d1141d5f.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/payment-post-3_8347a5ea35df4844ab3125f4d1141d5f.jpg	(from https://www.haravan.com/pages/payment)
13:46:17	7583/7583	---M--	200	added ('OK')	image/png	etag:%22ecf6aa63e1b4ad98a7ee1384ab311a33%22	https://file.hstatic.net/1000001117/file/payment-logo-lamthao_780a266de7f64ef3835733bab642ffb9.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/payment-logo-lamthao_780a266de7f64ef3835733bab642ffb9.png	(from https://www.haravan.com/pages/payment)
13:46:17	8721/8721	---M--	200	added ('OK')	image/png	etag:%22433884f59907931995d1ae279ae116c7%22	https://file.hstatic.net/1000001117/file/payment-logo-vstyle_dfa4ba65801f4fbf9e6c23b35f6cfad7.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/payment-logo-vstyle_dfa4ba65801f4fbf9e6c23b35f6cfad7.png	(from https://www.haravan.com/pages/payment)
13:46:17	2716/2716	---M--	200	added ('OK')	image/jpeg	etag:%2271ba4570a79220d1696e64acdaa04a2a%22	https://file.hstatic.net/1000001117/file/ship-logo-denim_3b781cb0dd4e492f8923e9cb1eb0489c.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/ship-logo-denim_3b781cb0dd4e492f8923e9cb1eb0489c.jpg	(from https://www.haravan.com/pages/payment)
13:46:18	4561/4561	---M--	200	added ('OK')	image/jpeg	etag:%2256ff2af3b074cf0b635b581ee9fb916b%22	https://file.hstatic.net/1000001117/file/ship-logo-lamthao_eb8dace630ab494b887995ebc15c9e23.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/ship-logo-lamthao_eb8dace630ab494b887995ebc15c9e23.jpg	(from https://www.haravan.com/pages/payment)
13:46:18	2090/2090	---M--	200	added ('OK')	image/jpeg	etag:%22af6e9412156247317cebe8808b384bfa%22	https://file.hstatic.net/1000001117/file/ship-logo-vnclo_9f143334bc5540f490966f058dec1bb6.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/ship-logo-vnclo_9f143334bc5540f490966f058dec1bb6.jpg	(from https://www.haravan.com/pages/payment)
13:46:18	4028/4028	---M--	200	added ('OK')	image/jpeg	etag:%2284c71926d0ca4d1af709a47a02028966%22	https://file.hstatic.net/1000001117/file/ship-logo-sofia_cdc8dfdc897d48da857d2cd05917f1b4.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/ship-logo-sofia_cdc8dfdc897d48da857d2cd05917f1b4.jpg	(from https://www.haravan.com/pages/payment)
13:46:19	5553/5553	---M--	200	added ('OK')	image/jpeg	etag:%22527919c0ec5fa1d3c3f0283d218766c5%22	http://file.hstatic.net/1000001117/file/ship-logo-somehow_d6c47f44076a4efba8fa141da235c6a8.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/ship-logo-somehow_d6c47f44076a4efba8fa141da235c6a8.jpg	(from https://www.haravan.com/pages/payment)
13:46:19	3548/3548	---M--	200	added ('OK')	image/jpeg	etag:%226a9c3276974a52b9174cdc0d99dbbb73%22	https://file.hstatic.net/1000001117/file/ship-logo-swe_039519581acd46fdb1479fa9a7aec8b5.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/ship-logo-swe_039519581acd46fdb1479fa9a7aec8b5.jpg	(from https://www.haravan.com/pages/payment)
13:46:19	7874/7874	---M--	200	added ('OK')	image/jpeg	etag:%22b50fcb72ab9fa7cc8954449500e9be65%22	https://file.hstatic.net/1000001117/file/ship-logo-stickerfactory_152a9914d1e84b55a9238f2ba83b53ca.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/ship-logo-stickerfactory_152a9914d1e84b55a9238f2ba83b53ca.jpg	(from https://www.haravan.com/pages/payment)
13:46:20	600842/600842	---M--	200	added ('OK')	image/png	etag:%221751a3705c93eaf4a24efe06ba8e54a8%22	https://file.hstatic.net/1000033225/file/payment-popup_09cbcbd1dd9542f080ae3a0202066f7a.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000033225/file/payment-popup_09cbcbd1dd9542f080ae3a0202066f7a.png	(from https://www.haravan.com/pages/payment)
13:46:22	48015/48015	---MCZ	200	added ('OK')	text/css	etag:W/%22729acb08fc94a129e17c198078ea97e0%22	http://theme.hstatic.net/1000001117/1001120712/14/hrvship-general.scss.css?v=29306	D:/freelance/phuong-nam-media/haravan/theme.hstatic.net/1000001117/1001120712/14/hrvship-general.scss9d62.css	(from https://www.haravan.com/ship)
13:46:23	58474/58474	---MCZ	200	added ('OK')	text/css	etag:W/%226521dd95f5e3c06b63aa611f48f4d8bc%22	http://theme.hstatic.net/1000001117/1001120712/14/hrvship-style_v1.3.scss.css?v=29306	D:/freelance/phuong-nam-media/haravan/theme.hstatic.net/1000001117/1001120712/14/hrvship-style_v1.3.scss9d62.css	(from https://www.haravan.com/ship)
13:46:23	144656/144656	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2015:12:03%20GMT	https://file.hstatic.net/1000001117/file/image_6141e5b7d7294f908a0a4d410a9d25d9_grande.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/image_6141e5b7d7294f908a0a4d410a9d25d9_grande.png	(from https://www.haravan.com/ship)
13:46:24	660106/660106	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:15%20GMT	https://www.haravan.com/pages/ship	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/ship.html	(from https://www.haravan.com/ship)
13:46:25	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:20%20GMT	http://www.haravan.com/pages/ghn	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/ghn.1c6.delayed	(from https://www.haravan.com/ship)
13:46:25	113881/113881	---M--	200	added ('OK')	image/png	etag:%2262bec20963171e487b5627f4182606bb%22	https://file.hstatic.net/1000001117/file/image_6141e5b7d7294f908a0a4d410a9d25d9.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/image_6141e5b7d7294f908a0a4d410a9d25d9.png	(from https://www.haravan.com/ship)
13:46:26	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:20%20GMT	http://www.haravan.com/pages/jtexpress	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/jtexpress.1c8.delayed	(from https://www.haravan.com/ship)
13:46:27	356471/356471	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:20%20GMT	https://www.haravan.com/pages/ghn	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/ghn.html	(from https://www.haravan.com/ship)
13:46:28	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:23%20GMT	http://www.haravan.com/pages/supership	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/supership.1ca.delayed	(from https://www.haravan.com/ship)
13:46:28	503353/503353	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:22%20GMT	https://www.haravan.com/pages/jtexpress	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/jtexpress.html	(from https://www.haravan.com/ship)
13:46:29	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:24%20GMT	http://www.haravan.com/pages/ninjavan	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/ninjavan	(from https://www.haravan.com/ship)
13:46:30	344624/344624	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:24%20GMT	https://www.haravan.com/pages/supership	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/supership.html	(from https://www.haravan.com/ship)
13:46:31	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:25%20GMT	http://www.haravan.com/pages/SPX	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/SPX	(from https://www.haravan.com/ship)
13:46:31	410581/410581	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:25%20GMT	https://www.haravan.com/pages/ninjavan	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/ninjavan.html	(from https://www.haravan.com/ship)
13:46:32	468048/468048	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:26%20GMT	https://www.haravan.com/pages/SPX	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/SPX.html	(from https://www.haravan.com/ship)
13:46:32	3446/3446	---M--	200	added ('OK')	image/png	etag:%227f1cf86d14ece2fe6d1021ea286e4851%22	https://file.hstatic.net/1000001117/file/spx_orange_logo__1__91850f0e00d14fc3a23f074064032081.png	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/spx_orange_logo__1__91850f0e00d14fc3a23f074064032081.png	(from https://www.haravan.com/ship)
13:46:33	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:27%20GMT	http://www.haravan.com/pages/tikinow	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/tikinow	(from https://www.haravan.com/ship)
13:46:33	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:28%20GMT	http://www.haravan.com/pages/lazada-logistics	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/lazada-logistics	(from https://www.haravan.com/ship)
13:46:34	418457/418457	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:28%20GMT	https://www.haravan.com/pages/tikinow	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/tikinow.html	(from https://www.haravan.com/ship)
13:46:35	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:29%20GMT	http://www.haravan.com/pages/ahamove	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/ahamove	(from https://www.haravan.com/ship)
13:46:35	338976/338976	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:29%20GMT	https://www.haravan.com/pages/lazada-logistics	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/lazada-logistics.html	(from https://www.haravan.com/ship)
13:46:37	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2022%20Nov%202025%2006:44:31%20GMT	http://www.haravan.com/pages/grabexpress	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/grabexpress	(from https://www.haravan.com/ship)
13:46:37	387321/387321	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:30%20GMT	https://www.haravan.com/pages/ahamove	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/ahamove.html	(from https://www.haravan.com/ship)
13:46:38	398551/398551	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Nov%202025%2006:44:32%20GMT	https://www.haravan.com/pages/grabexpress	D:/freelance/phuong-nam-media/haravan/www.haravan.com/pages/grabexpress.html	(from https://www.haravan.com/ship)
13:46:39	98872/98872	---M--	200	added ('OK')	image/jpeg	etag:%225c3c2e0b6e758da122bd636337b1b182%22	https://file.hstatic.net/1000001117/file/ship-infor-1_1455987915004975898e740b3ac8cd8a.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/ship-infor-1_1455987915004975898e740b3ac8cd8a.jpg	(from https://www.haravan.com/ship)
13:46:39	24330/24330	---M--	200	added ('OK')	image/jpeg	date:Tue,%2031%20Dec%202024%2009:16:43%20GMT	https://file.hstatic.net/1000001117/file/shipping-tab-1_810616c25b14418aa8d41f8d3314d847_grande.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-1_810616c25b14418aa8d41f8d3314d847_grande.jpg	(from https://www.haravan.com/ship)
13:46:39	92256/92256	---M--	200	added ('OK')	image/jpeg	etag:%22c51926de49b6a4bd87a5fa05625898d4%22	https://file.hstatic.net/1000001117/file/shipping-tab-1_810616c25b14418aa8d41f8d3314d847.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-1_810616c25b14418aa8d41f8d3314d847.jpg	(from https://www.haravan.com/ship)
13:46:39	619/619	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Jun%202025%2018:39:11%20GMT	https://file.hstatic.net/1000001117/file/shipping-tab-1_810616c25b14418aa8d41f8d3314d847_thumb.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-1_810616c25b14418aa8d41f8d3314d847_thumb.jpg	(from https://www.haravan.com/ship)
13:46:40	24150/24150	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jan%202025%2008:35:51%20GMT	https://file.hstatic.net/1000001117/file/shipping-tab-2_2735be160638488cb0ddea3353237812_grande.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-2_2735be160638488cb0ddea3353237812_grande.jpg	(from https://www.haravan.com/ship)
13:46:40	93354/93354	---M--	200	added ('OK')	image/jpeg	etag:%22d0e54900410cf7ae1dff5af61bd8dae4%22	https://file.hstatic.net/1000001117/file/shipping-tab-2_2735be160638488cb0ddea3353237812.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-2_2735be160638488cb0ddea3353237812.jpg	(from https://www.haravan.com/ship)
13:46:40	653/653	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Jun%202025%2022:59:11%20GMT	https://file.hstatic.net/1000001117/file/shipping-tab-2_2735be160638488cb0ddea3353237812_thumb.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-2_2735be160638488cb0ddea3353237812_thumb.jpg	(from https://www.haravan.com/ship)
13:46:41	25592/25592	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Aug%202025%2004:50:16%20GMT	https://file.hstatic.net/1000001117/file/shipping-tab-3_98b364c1287d4f7884fda935db88e1b2_grande.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-3_98b364c1287d4f7884fda935db88e1b2_grande.jpg	(from https://www.haravan.com/ship)
13:46:41	96487/96487	---M--	200	added ('OK')	image/jpeg	etag:%2223726460bd4871a82a961a55521b6f9d%22	https://file.hstatic.net/1000001117/file/shipping-tab-3_98b364c1287d4f7884fda935db88e1b2.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-3_98b364c1287d4f7884fda935db88e1b2.jpg	(from https://www.haravan.com/ship)
13:46:41	847/847	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jan%202025%2017:14:37%20GMT	https://file.hstatic.net/1000001117/file/shipping-tab-3_98b364c1287d4f7884fda935db88e1b2_thumb.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-3_98b364c1287d4f7884fda935db88e1b2_thumb.jpg	(from https://www.haravan.com/ship)
13:46:41	22397/22397	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Aug%202025%2013:53:48%20GMT	https://file.hstatic.net/1000001117/file/shipping-tab-4_2feb426d8d74440d9217d51cb290e2f8_grande.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-4_2feb426d8d74440d9217d51cb290e2f8_grande.jpg	(from https://www.haravan.com/ship)
13:46:42	81393/81393	---M--	200	added ('OK')	image/jpeg	etag:%222023830c595cd04803b7dd8ad10038a1%22	https://file.hstatic.net/1000001117/file/shipping-tab-4_2feb426d8d74440d9217d51cb290e2f8.jpg	D:/freelance/phuong-nam-media/haravan/file.hstatic.net/1000001117/file/shipping-tab-4_2feb426d8d74440d9217d51cb290e2f8.jpg	(from https://www.haravan.com/ship)
